1	2026-09-10T17:44:01.655942897-0400	127.0.0.1	58036	127.0.0.1	80	0x0002	0	0
2	2026-09-10T17:44:01.656007168-0400	127.0.0.1	80	127.0.0.1	58036	0x0012	0	1
11	2026-09-10T17:44:01.674204787-0400	127.0.0.1	58044	127.0.0.1	80	0x0002	0	0
12	2026-09-10T17:44:01.674220797-0400	127.0.0.1	80	127.0.0.1	58044	0x0012	0	1
